,index,date,amount,transaction_id,rate,flat_fee,product
94874,111055,13/07/2022 12:36:34,537,pr_1657715794274537537,0.03,0,pr
94875,139927,9/11/2022 21:30,135,pp_1668029408328066135,0.025,2,pp
94876,17346,18/04/2022 08:07:24,177,pos_1650269243698631177,0.01,2,pos
94877,5271,27/09/2021 19:49:17,221,pos_1632772157426601221,0.01,2,pos
94878,96306,4/11/2021 0:05,46,pr_1635984305531513046,0.03,0,pr
94879,119186,27/11/2022 15:28:25,518,pr_1669562905441151518,0.03,0,pr
94880,58954,4/10/2022 5:39,264,pos_1664861939933971264,0.01,2,pos
94881,130304,2/4/2022 7:49,1369,pp_1648885744317363369,0.025,2,pp
94882,51201,16/11/2022 13:20:45,221,pos_1668604845037836221,0.01,2,pos
94883,1742,9/5/2021 11:09,13,pos_1620558585688423013,0.01,2,pos
94884,24442,21/06/2022 09:34:46,147,pos_1655804085510925147,0.01,2,pos
94885,50993,15/11/2022 16:36:01,58,pos_1668530161277821058,0.01,2,pos
94886,90459,11/7/2021 13:22,271,pr_1626009778585863271,0.03,0,pr
94887,50860,14/11/2022 09:22:41,33,pos_1668417760662590033,0.01,2,pos
94888,115882,29/09/2022 15:01:30,1148,pr_1664463690005485148,0.03,0,pr
94889,76765,15/12/2022 13:48:17,292,pos_1671112096970287292,0.01,2,pos
94890,35181,1/9/2022 22:34,7,pos_1662071659670042007,0.01,2,pos
94891,84186,23/02/2021 16:56:07,758,pr_1614099367107916758,0.03,0,pr
94892,105391,16/04/2022 00:54:59,2912,pr_1650070499475414912,0.03,0,pr
94893,7324,16/11/2021 11:47:32,47,pos_1637063251958036047,0.01,2,pos
94894,112365,2/8/2022 19:58,2653,pr_1659470330896546653,0.03,0,pr
94895,20291,17/05/2022 15:24:17,160,pos_1652801056830389160,0.01,2,pos
94896,73763,5/12/2022 15:51,132,pos_1670255480558409132,0.01,2,pos
94897,62611,21/10/2022 20:29:12,395,pos_1666384152407637395,0.01,2,pos
94898,127866,18/01/2022 21:06:59,1626,pp_1642540018654765626,0.025,2,pp
94899,140471,24/11/2022 13:02:52,1767,pp_1669294972472288767,0.025,2,pp
94900,64335,29/10/2022 16:54:51,64,pos_1667062491486084064,0.01,2,pos
94901,74286,7/12/2022 15:55,133,pos_1670428512874032133,0.01,2,pos
94902,3412,26/07/2021 19:15:42,164,pos_1627326942341375164,0.01,2,pos
94903,58829,3/10/2022 15:46,68,pos_1664812012055990068,0.01,2,pos
94904,59483,7/10/2022 15:37,57,pos_1665157039777283057,0.01,2,pos
94905,123712,2/7/2021 19:39,1859,pp_1625254780838026859,0.025,2,pp
94906,59315,6/10/2022 16:42,165,pos_1665074522129238165,0.01,2,pos
94907,82234,8/1/2021 7:07,708,pr_1610089668720395708,0.03,0,pr
94908,105447,16/04/2022 05:59:33,787,pr_1650088772871784787,0.03,0,pr
94909,138258,30/09/2022 13:11:49,1303,pp_1664543508769489303,0.025,2,pp
94910,141653,22/12/2022 05:06:38,401,pp_1671685598448981401,0.025,2,pp
94911,138972,18/10/2022 03:25:25,2197,pp_1666063524697593197,0.025,2,pp
94912,80854,28/12/2022 10:26:31,67,pos_1672223190802676067,0.01,2,pos
94913,136486,26/08/2022 14:43:37,179,pp_1661525016603484179,0.025,2,pp
94914,19942,14/05/2022 08:29:41,16,pos_1652516980713852016,0.01,2,pos
94915,135203,26/07/2022 16:31:27,1426,pp_1658853086901868426,0.025,2,pp
94916,89436,20/06/2021 12:58:06,93,pr_1624193886074537093,0.03,0,pr
94917,111108,13/07/2022 12:16:49,2037,pr_1657714608627207037,0.03,0,pr
94918,122245,29/03/2021 16:54:04,91,pp_1617036843963632091,0.025,2,pp
94919,400,5/2/2021 7:08,57,pos_1612508892001017057,0.01,2,pos
94920,57682,28/09/2022 05:03:40,157,pos_1664341419739335157,0.01,2,pos
94921,29105,25/07/2022 19:31:52,332,pos_1658777511923509332,0.01,2,pos
94922,135751,9/8/2022 8:43,1211,pp_1660034622586796211,0.025,2,pp
94923,14822,20/03/2022 00:37:58,117,pos_1647736678431633117,0.01,2,pos
94924,22516,6/6/2022 9:20,105,pos_1654507204925544105,0.01,2,pos
94925,82004,2/1/2021 11:51,3292,pr_1609588315980493292,0.03,0,pr
94926,27047,11/7/2022 11:55,209,pos_1657540504213278209,0.01,2,pos
94927,43260,12/10/2022 8:36,39,pos_1665563767736235039,0.01,2,pos
94928,116457,10/10/2022 16:40,405,pr_1665420047855495405,0.03,0,pr
94929,9028,21/12/2021 15:45:16,46,pos_1640101515569900046,0.01,2,pos
94930,126647,25/11/2021 08:18:59,1072,pp_1637828338511636072,0.025,2,pp
94931,86896,26/04/2021 19:16:09,550,pr_1619464569352031550,0.03,0,pr
94932,19010,5/5/2022 18:06,140,pos_1651774010229121140,0.01,2,pos
94933,2770,29/06/2021 03:59:08,13,pos_1624939148011065013,0.01,2,pos
94934,18380,29/04/2022 17:02:55,95,pos_1651251774546916095,0.01,2,pos
94935,74828,8/12/2022 15:49,253,pos_1670514573345327253,0.01,2,pos
94936,128018,23/01/2022 11:32:51,826,pp_1642937570650736826,0.025,2,pp
94937,52323,20/11/2022 05:10:03,194,pos_1668921003350486194,0.01,2,pos
94938,56608,5/12/2022 4:52,49,pos_1670215945635492049,0.01,2,pos
94939,82815,22/01/2021 10:40:01,1149,pr_1611312000731112149,0.03,0,pr
94940,57171,25/09/2022 11:18:41,118,pos_1664104721247493118,0.01,2,pos
94941,47136,29/10/2022 13:06:25,13,pos_1667048784980777013,0.01,2,pos
94942,43792,15/10/2022 12:41:27,234,pos_1665837686746377234,0.01,2,pos
94943,115691,26/09/2022 00:41:22,1439,pr_1664152881601064439,0.03,0,pr
94944,19319,9/5/2022 14:31,150,pos_1652106688321301150,0.01,2,pos
94945,103615,18/03/2022 10:19:23,317,pr_1647598762763191317,0.03,0,pr
94946,137634,16/09/2022 14:31:15,1211,pp_1663338675227437211,0.025,2,pp
94947,109253,13/06/2022 00:49:40,438,pr_1655081380397561438,0.03,0,pr
94948,112072,28/07/2022 17:26:54,2140,pr_1659029213625333140,0.03,0,pr
94949,9360,27/12/2021 07:16:32,26,pos_1640589392338586026,0.01,2,pos
94950,128896,23/02/2022 20:23:41,286,pp_1645647820799018286,0.025,2,pp
94951,60483,11/10/2022 19:56,221,pos_1665518218481581221,0.01,2,pos
94952,315,28/01/2021 02:57:12,265,pos_1611802632460469265,0.01,2,pos
94953,64489,29/10/2022 17:39:28,238,pos_1667065167677930238,0.01,2,pos
94954,31767,11/8/2022 6:31,173,pos_1660199473466215173,0.01,2,pos
94955,46730,27/10/2022 05:30:37,72,pos_1666848636973032072,0.01,2,pos
94956,2084,28/05/2021 16:07:59,21,pos_1622218079378677021,0.01,2,pos
94957,22653,7/6/2022 20:47,245,pos_1654634858547580245,0.01,2,pos
94958,132124,13/05/2022 10:41:09,1721,pp_1652438468949130721,0.025,2,pp
94959,31821,11/8/2022 10:45,5,pos_1660214744417572005,0.01,2,pos
94960,61074,14/10/2022 19:20:09,196,pos_1665775209482021196,0.01,2,pos
94961,16956,14/04/2022 13:01:53,55,pos_1649941312776462055,0.01,2,pos
94962,44489,18/10/2022 09:07:44,83,pos_1666084064403432083,0.01,2,pos
94963,47991,2/11/2022 3:05,58,pos_1667358341271412058,0.01,2,pos
94964,63300,24/10/2022 04:34:18,244,pos_1666586058311491244,0.01,2,pos
94965,15191,25/03/2022 14:17:33,205,pos_1648217852740288205,0.01,2,pos
94966,77126,16/12/2022 09:44:25,220,pos_1671183864761641220,0.01,2,pos
94967,111351,18/07/2022 20:46:52,1142,pr_1658177212059812142,0.03,0,pr
94968,126928,8/12/2021 15:21,1182,pp_1638976867112237182,0.025,2,pp
94969,83435,5/2/2021 18:08,1912,pr_1612548498178608912,0.03,0,pr
94970,59435,6/10/2022 13:54,52,pos_1665064452550309052,0.01,2,pos
94971,119156,26/11/2022 04:29:30,337,pr_1669436970057063337,0.03,0,pr
94972,7633,23/11/2021 05:09:58,69,pos_1637644197839703069,0.01,2,pos
94973,57372,27/09/2022 07:51:50,106,pos_1664265109530668106,0.01,2,pos
94974,31657,11/8/2022 18:36,87,pos_1660243005480723087,0.01,2,pos
94975,137423,12/9/2022 16:48,1276,pp_1663001304151467276,0.025,2,pp
94976,43999,15/10/2022 08:56:50,86,pos_1665824210183471086,0.01,2,pos
94977,116432,9/10/2022 10:51,1632,pr_1665312680871709632,0.03,0,pr
94978,88128,23/05/2021 09:38:24,81,pr_1621762704096255081,0.03,0,pr
94979,83531,8/2/2021 22:21,1714,pr_1612822912611206714,0.03,0,pr
94980,19614,11/5/2022 8:51,175,pos_1652259060915415175,0.01,2,pos
94981,127757,12/1/2022 13:13,386,pp_1641993213865559386,0.025,2,pp
94982,14318,14/03/2022 21:23:45,144,pos_1647293024726443144,0.01,2,pos
94983,132662,24/05/2022 15:31:23,1516,pp_1653406283303382516,0.025,2,pp
94984,141037,9/12/2022 13:51,954,pp_1670593906159701954,0.025,2,pp
94985,131562,2/5/2022 17:13,599,pp_1651511638460505599,0.025,2,pp
94986,35230,1/9/2022 1:17,11,pos_1661995066511630011,0.01,2,pos
94987,102311,24/02/2022 12:31:16,1144,pr_1645705876272024144,0.03,0,pr
94988,79685,24/12/2022 04:58:42,202,pos_1671857922335216202,0.01,2,pos
94989,122901,12/5/2021 8:17,979,pp_1620807446911682979,0.025,2,pp
94990,86307,12/4/2021 15:12,1103,pr_1618240331157537103,0.03,0,pr
94991,119708,6/12/2022 19:09,448,pr_1670353744505714448,0.03,0,pr
94992,50694,14/11/2022 15:33:59,157,pos_1668440038709076157,0.01,2,pos
94993,127735,12/1/2022 4:13,1395,pp_1641960817461694395,0.025,2,pp
94994,47941,2/11/2022 22:31,50,pos_1667428307519969050,0.01,2,pos
94995,20261,17/05/2022 11:02:30,130,pos_1652785350293172130,0.01,2,pos
94996,82114,5/1/2021 14:28,1969,pr_1609856936452885969,0.03,0,pr
94997,126077,27/10/2021 11:28:26,1530,pp_1635334106189038530,0.025,2,pp
94998,95355,16/10/2021 11:36:07,259,pr_1634384167250943259,0.03,0,pr
94999,109029,10/6/2022 9:06,1749,pr_1654851988827557749,0.03,0,pr
95000,28020,18/07/2022 17:34:40,133,pos_1658165680343016133,0.01,2,pos
95001,38783,20/09/2022 14:02:39,99,pos_1663682559437008099,,,pos
95002,84123,21/02/2021 16:33:08,836,pr_1613925188161337836,0.03,0,pr
95003,122336,6/4/2021 13:58,2829,pp_1617717491703568829,0.025,2,pp
95004,88699,4/6/2021 11:08,550,pr_1622804928266619550,0.03,0,pr
95005,21380,27/05/2022 14:09:31,79,pos_1653660570946305079,0.01,2,pos
95006,117557,27/10/2022 08:04:05,1543,pr_1666857845274724543,0.03,0,pr
95007,13684,5/3/2022 14:14,64,pos_1646489659161865064,0.01,2,pos
95008,36605,9/9/2022 20:56,186,pos_1662756983034912186,0.01,2,pos
95009,41039,2/10/2022 10:27,360,pos_1664706459681217360,0.01,2,pos
95010,9916,6/1/2022 11:48,14,pos_1641469716877572014,0.01,2,pos
95011,122146,22/03/2021 15:30:48,996,pp_1616427047544001996,0.025,2,pp
95012,95785,25/10/2021 16:16:16,1406,pr_1635178576329786406,0.03,0,pr
95013,84341,26/02/2021 10:56:09,1670,pr_1614336969335761670,0.03,0,pr
95014,15848,1/4/2022 8:43,83,pos_1648802624822114083,0.01,2,pos
95015,6797,5/11/2021 15:14,148,pos_1636125264934625148,0.01,2,pos
95016,53137,23/11/2022 13:44:45,317,pos_1669211085486038317,0.01,2,pos
95017,60744,13/10/2022 20:45:25,97,pos_1665693925172764097,0.01,2,pos
95018,65245,1/11/2022 6:58,239,pos_1667285882515932239,0.01,2,pos
