,index,date,amount,transaction_id,rate,flat_fee,product
47474,254,22/01/2021 08:19:19,56,pos_1611303559206880056,0.01,2.0,pos
47475,138438,04/10/2022 10:15:08,757,pp_1664878508000788757,0.025,2.0,pp
47476,39584,24/09/2022 13:14:01,75,pos_1664025240554466075,0.01,2.0,pos
47477,130726,12/04/2022 06:50:16,371,pp_1649746215668460371,0.025,2.0,pp
47478,69497,20/11/2022 05:11:36,210,pos_1668921095672764210,0.01,2.0,pos
47479,79998,25/12/2022 17:03:03,97,pos_1671987783262331097,0.01,2.0,pos
47480,135714,08/08/2022 18:18:09,1489,pp_1659982688701811489,0.025,2.0,pp
47481,55344,01/12/2022 10:32:10,129,pos_1669890729932381129,0.01,2.0,pos
47482,1410,20/04/2021 05:18:08,147,pos_1618895888029147147,0.01,2.0,pos
47483,65222,01/11/2022 12:52:50,257,pos_1667307169828694257,0.01,2.0,pos
47484,72225,29/11/2022 10:40:11,162,pos_1669718410505740162,0.01,2.0,pos
47485,43747,14/10/2022 10:08:38,32,pos_1665742117835873032,0.01,2.0,pos
47486,16639,10/04/2022 07:19:52,69,pos_1649575192248180069,0.01,2.0,pos
47487,82037,03/01/2021 10:37:50,23123232323,pr_1609670269711207398,0.03,0.0,pr
47488,6863,06/11/2021 03:53:41,143,pos_1636170820673662143,0.01,2.0,pos
47489,3296,22/07/2021 13:30:29,60,pos_1626960629452324060,0.01,2.0,pos
47490,101561,10/02/2022 09:39:37,1838,pr_1644485977484179838,0.03,0.0,pr
47491,16704,11/04/2022 01:28:53,130,pos_1649640533486941130,0.01,2.0,pos
47492,97948,05/12/2021 11:30:24,1019,pr_1638703824003360019,0.03,0.0,pr
47493,64818,31/10/2022 09:40:46,321,pos_1667209245732005321,0.01,2.0,pos
47494,133781,21/06/2022 16:20:50,1491,pp_1655828449753754491,0.025,2.0,pp
47495,55361,01/12/2022 14:17:00,135,pos_1669904220271384135,0.01,2.0,pos
47496,95396,17/10/2021 13:30:31,494,pr_1634477431183027494,0.03,0.0,pr
47497,128177,29/01/2022 11:19:43,4145,pp_1643455182882799145,0.025,2.0,pp
47498,82143,06/01/2021 14:07:29,612,pr_1609942049023706612,0.03,0.0,pr
47499,75420,10/12/2022 13:11:52,53,pos_1670677912135790053,0.01,2.0,pos
47500,52252,20/11/2022 12:55:05,59,pos_1668948904504392059,0.01,2.0,pos
47501,127714,11/01/2022 03:42:22,1711,pp_1641872542025016711,0.025,2.0,pp
47502,133553,14/06/2022 01:47:43,3035,pp_1655171263420096035,0.025,2.0,pp
47503,7008,09/11/2021 19:26:18,53,pos_1636485978126754053,0.01,2.0,pos
47504,31907,12/08/2022 14:47:24,5,pos_1660315643735855005,0.01,2.0,pos
47505,82573,16/01/2021 19:16:08,1566,pr_1610824567885770566,0.03,0.0,pr
47506,10009,07/01/2022 00:46:25,117,pos_1641516384974170117,0.01,2.0,pos
47507,18337,28/04/2022 13:05:27,51,pos_1651151127395083051,0.01,2.0,pos
47508,95519,19/10/2021 09:21:19,1517,pr_1634635278879963517,0.03,0.0,pr
47509,98771,21/12/2021 14:39:19,1384,pr_1640097558569241384,0.03,0.0,pr
47510,71162,26/11/2022 17:04:32,317,pos_1669482271899916317,0.01,2.0,pos
47511,106579,03/05/2022 12:54:21,2117,pr_1651582461139051117,0.03,0.0,pr
47512,130023,26/03/2022 09:28:24,143,pp_1648286904358044143,0.025,2.0,pp
47513,77322,17/12/2022 09:49:50,156,pos_1671270589899472156,0.01,2.0,pos
47514,103617,18/03/2022 11:21:41,1009,pr_1647602500603073009,0.03,0.0,pr
47515,1768,11/05/2021 09:16:24,110,pos_1620724583817240110,0.01,2.0,pos
47516,76184,13/12/2022 02:13:24,126,pos_1670897604107361126,0.01,2.0,pos
47517,109263,14/06/2022 10:39:04,104,pr_1655203144149127104,0.03,0.0,pr
47518,47967,02/11/2022 11:16:23,129,pos_1667387783331060129,0.01,2.0,pos
47519,52977,23/11/2022 22:11:34,143,pos_1669241494359637143,0.01,2.0,pos
47520,24611,23/06/2022 18:04:26,37,pos_1656007466102675037,0.01,2.0,pos
47521,141149,11/12/2022 09:49:49,2130,pp_1670752188881288130,0.025,2.0,pp
47522,132697,25/05/2022 07:08:19,1226,pp_1653462499089698226,0.025,2.0,pp
47523,80273,26/12/2022 12:27:25,242,pos_1672057645125230242,0.01,2.0,pos
47524,48946,06/11/2022 17:50:27,25,pos_1667757027023072025,0.01,2.0,pos
47525,138465,05/10/2022 17:16:54,1670,pp_1664990214038086670,0.025,2.0,pp
47526,139894,08/11/2022 11:59:01,1265,pp_1667908741295324265,0.025,2.0,pp
47527,14147,12/03/2022 04:37:17,225,pos_1647059836962617225,0.01,2.0,pos
47528,3368,25/07/2021 08:04:50,151,pos_1627200289929803151,0.01,2.0,pos
47529,20010,15/05/2022 08:21:31,59,pos_1652602890974512059,0.01,2.0,pos
47530,90752,17/07/2021 21:02:35,231,pr_1626555754594751231,0.03,0.0,pr
47531,118109,07/11/2022 02:46:33,1976,pr_1667789192640250976,0.03,0.0,pr
47532,33734,23/08/2022 15:05:50,241,pos_1661267149829749241,0.01,2.0,pos
47533,69522,20/11/2022 06:33:01,232,pos_1668925981412144232,0.01,2.0,pos
47534,24382,21/06/2022 11:31:34,163,pos_1655811093915828163,0.01,2.0,pos
47535,29137,25/07/2022 07:21:06,143,pos_1658733666443404143,0.01,2.0,pos
47536,75341,10/12/2022 11:19:11,49,pos_1670671151196968049,0.01,2.0,pos
47537,293,26/01/2021 06:01:12,91,pos_1611640871534903091,0.01,2.0,pos
47538,65493,02/11/2022 13:51:18,60,pos_1667397078112400060,0.01,2.0,pos
47539,112325,01/08/2022 10:50:34,670,pr_1659351033873795670,0.03,0.0,pr
47540,105561,18/04/2022 07:41:58,1354,pr_1650267717941853354,0.03,0.0,pr
47541,134668,13/07/2022 08:08:27,2118,pp_1657699706597659118,0.025,2.0,pp
47542,46207,25/10/2022 11:35:46,69,pos_1666697746406563069,0.01,2.0,pos
47543,9178,24/12/2021 10:56:57,159,pos_1640343417084870159,0.01,2.0,pos
47544,19607,11/05/2022 22:07:39,169,pos_1652306859192269169,0.01,2.0,pos
47545,76473,14/12/2022 10:06:42,207,pos_1671012402299132207,0.01,2.0,pos
47546,19186,07/05/2022 03:22:46,356,pos_1651893765747877356,0.01,2.0,pos
47547,49534,09/11/2022 07:47:00,211,pos_1667980020206360211,0.01,2.0,pos
47548,109338,15/06/2022 10:07:14,27,pr_1655287633622216027,0.03,0.0,pr
47549,111100,13/07/2022 07:09:13,1699,pr_1657696153024985699,0.03,0.0,pr
47550,1941,20/05/2021 07:29:09,50,pos_1621495748723169050,0.01,2.0,pos
47551,46486,26/10/2022 19:05:08,193,pos_1666811108087226193,0.01,2.0,pos
47552,23693,16/06/2022 17:10:03,37,pos_1655399403229151037,0.01,2.0,pos
47553,43043,11/10/2022 09:11:55,87,pos_1665479514795246087,0.01,2.0,pos
47554,91083,23/07/2021 15:26:52,159,pr_1627054011635001159,0.03,0.0,pr
47555,51994,19/11/2022 18:46:59,141,pos_1668883619085639141,0.01,2.0,pos
47556,15217,25/03/2022 07:20:50,146,pos_1648192849617206146,0.01,2.0,pos
47557,104947,08/04/2022 20:54:04,1769,pr_1649451244261418769,0.03,0.0,pr
47558,53752,25/11/2022 07:20:28,159,pos_1669360828314507159,0.01,2.0,pos
47559,108317,29/05/2022 06:02:46,2086,pr_1653804166116167086,0.03,0.0,pr
47560,87365,07/05/2021 15:10:36,2963,pr_1620400235841582963,0.03,0.0,pr
47561,50767,14/11/2022 22:31:59,65,pos_1668465118922750065,0.01,2.0,pos
47562,122528,19/04/2021 09:16:07,91,pp_1618823767335276091,0.025,2.0,pp
47563,51979,19/11/2022 10:20:16,211,pos_1668853216279484211,0.01,2.0,pos
47564,55677,02/12/2022 14:06:14,118,pos_1669989974183540118,0.01,2.0,pos
47565,46157,25/10/2022 16:51:50,28,pos_1666716709653721028,0.01,2.0,pos
47566,123487,20/06/2021 14:11:34,2730,pp_1624198293505280730,0.025,2.0,pp
47567,91858,08/08/2021 04:04:36,20,pr_1628395476224159020,0.03,0.0,pr
47568,112006,27/07/2022 11:13:25,1441,pr_1658920404869364441,0.03,0.0,pr
47569,141913,30/12/2022 06:21:55,965,pp_1672381314817471965,0.025,2.0,pp
47570,65994,05/11/2022 08:44:04,85,pos_1667637844471963085,0.01,2.0,pos
47571,123057,22/05/2021 13:37:40,1079,pp_1621690659783542079,0.025,2.0,pp
47572,41510,04/10/2022 13:00:09,79,pos_1664888409247024079,0.01,2.0,pos
47573,112230,30/07/2022 07:19:25,163,pr_1659165564685382163,0.03,0.0,pr
47574,132379,18/05/2022 05:48:03,1022,pp_1652852882751979022,0.025,2.0,pp
47575,118574,16/11/2022 05:16:04,1144,pr_1668575763893361144,0.03,0.0,pr
47576,71354,26/11/2022 04:44:55,29,pos_1669437894898710029,0.01,2.0,pos
47577,25563,30/06/2022 04:44:10,123232323,pos_1656564250443114098,0.01,2.0,pos
47578,54080,27/11/2022 12:25:48,2123232323,pos_1669551948397175298,0.01,2.0,pos
47579,32915,18/08/2022 18:10:28,299,pos_1660846227803410299,0.01,2.0,pos
47580,119960,10/12/2022 12:02:32,1724,pr_1670673751995854724,0.03,0.0,pr
47581,27478,14/07/2022 16:50:33,102,pos_1657817432921422102,0.01,2.0,pos
47582,109081,11/06/2022 14:14:03,225,pr_1654956842934996225,0.03,0.0,pr
47583,36726,09/09/2022 13:04:02,382,pos_1662728641552573382,0.01,2.0,pos
47584,139758,06/11/2022 16:55:09,1144,pp_1667753709144830144,0.025,2.0,pp
47585,41983,06/10/2022 15:52:59,133,pos_1665071578810571133,0.01,2.0,pos
47586,91792,07/08/2021 06:31:39,1710,pr_1628317898965320710,0.03,0.0,pr
47587,131550,02/05/2022 10:32:32,282,pp_1651487552379366282,0.025,2.0,pp
47588,82217,08/01/2021 19:30:25,663,pr_1610134225159364663,0.03,0.0,pr
47589,34232,26/08/2022 08:47:24,171,pos_1661503643614057171,0.01,2.0,pos
47590,7979,30/11/2021 14:39:48,122,pos_1638283188334259122,0.01,2.0,pos
47591,8910,19/12/2021 13:18:00,89,pos_1639919880096536089,0.01,2.0,pos
47592,104272,27/03/2022 00:59:51,1437,pr_1648342790845631437,0.03,0.0,pr
47593,58399,02/10/2022 11:26:28,297,pos_1664709987626290297,0.01,2.0,pos
47594,38520,19/09/2022 14:27:17,108,pos_1663597637444443108,0.01,2.0,pos
47595,2166,01/06/2021 12:37:31,179,pos_1622551051118768179,0.01,2.0,pos
47596,49916,10/11/2022 07:26:02,42,pos_1668065162057059042,0.01,2.0,pos
47597,54349,27/11/2022 12:27:41,162,pos_1669552061151579162,0.01,2.0,pos
47598,64221,28/10/2022 11:19:14,192,pos_1666955954363075192,0.01,2.0,pos
47599,110055,26/06/2022 08:24:18,420,pr_1656231857849914420,0.03,0.0,pr
47600,68594,16/11/2022 00:55:43,93,pos_1668560142662301093,0.01,2.0,pos
47601,138171,28/09/2022 06:47:51,830,pp_1664347670792185830,0.025,2.0,pp
47602,93009,01/09/2021 19:27:47,1716,pr_1630524467118692716,0.03,0.0,pr
47603,77768,18/12/2022 09:12:28,97,pos_1671354748411595097,0.01,2.0,pos
47604,141119,10/12/2022 08:41:31,96,pp_1670661690754186096,,,pp
47605,57871,29/09/2022 12:16:50,29,pos_1664453810406105029,0.01,2.0,pos
47606,89204,15/06/2021 00:32:23,572,pr_1623717142912389572,0.03,0.0,pr
47607,83140,30/01/2021 10:04:50,2034,pr_1612001090258694034,0.03,0.0,pr
47608,29843,30/07/2022 15:07:15,35,pos_1659193635102221035,0.01,2.0,pos
47609,124644,21/08/2021 18:05:08,547,pp_1629569108192303547,0.025,2.0,pp
47610,50375,12/11/2022 17:09:06,106,pos_1668272946379951106,0.01,2.0,pos
47611,123107,25/05/2021 07:30:16,1335,pp_1621927816356371335,0.025,2.0,pp
47612,29238,26/07/2022 18:50:10,127,pos_1658861409596814127,0.01,2.0,pos
47613,16948,14/04/2022 06:38:50,203,pos_1649918330079058203,0.01,2.0,pos
47614,47866,01/11/2022 09:15:32,37,pos_1667294132424335037,0.01,2.0,pos
47615,17549,20/04/2022 06:39:30,162,pos_1650436769957126162,0.01,2.0,pos
47616,11464,01/02/2022 18:31:19,125,pos_1643740279158709125,0.01,2.0,pos
47617,129390,09/03/2022 04:12:34,2203,pp_1646799154071059203,0.025,2.0,pp
47618,125248,20/09/2021 19:32:57,1189,pp_1632166376984464189,0.025,2.0,pp
47619,86144,09/04/2021 08:28:42,119,pr_1617956922175308119,0.03,0.0,pr
47620,104628,03/04/2022 07:31:46,1000,pr_1648971105700869000,0.03,0.0,pr
47621,80942,28/12/2022 09:33:06,64,pos_1672219985651353064,0.01,2.0,pos
47622,85350,21/03/2021 12:09:25,991,pr_1616328564839551991,0.03,0.0,pr
47623,135213,26/07/2022 19:26:23,1078,pp_1658863583236037078,0.025,2.0,pp
47624,93291,05/09/2021 09:35:17,555,pr_1630834517216572555,0.03,0.0,pr
47625,38370,18/09/2022 10:50:13,140,pos_1663498213284709140,0.01,2.0,pos
47626,136980,05/09/2022 09:49:23,1297,pp_1662371362656505297,0.025,2.0,pp
47627,16629,10/04/2022 07:50:24,28,pos_1649577023837418028,0.01,2.0,pos
47628,125823,16/10/2021 09:29:05,2190,pp_1634376545420868190,0.025,2.0,pp
47629,18800,03/05/2022 11:41:39,78,pos_1651578098994614078,0.01,2.0,pos
47630,84882,11/03/2021 10:06:57,1029,pr_1615457217313129029,0.03,0.0,pr
47631,81938,01/01/2021 00:43:41,391,pr_1609461820704721391,0.03,0.0,pr
47632,103578,17/03/2022 13:15:37,241,pr_1647522937347043241,0.03,0.0,pr
47633,94658,03/10/2021 16:26:22,577,pr_1633278381855564577,0.03,0.0,pr
47634,7363,17/11/2021 11:27:50,30,pos_1637148469952484030,0.01,2.0,pos
47635,101933,17/02/2022 14:11:56,84,pr_1645107115977564084,0.03,0.0,pr
47636,136211,19/08/2022 10:52:49,920,pp_1660906368525674920,0.025,2.0,pp
47637,68817,17/11/2022 12:31:59,45,pos_1668688318818681045,0.01,2.0,pos
47638,65743,04/11/2022 16:12:45,77,pos_1667578365209173077,0.01,2.0,pos
47639,125497,03/10/2021 12:10:46,307,pp_1633263045720127307,0.025,2.0,pp
47640,131634,04/05/2022 11:37:21,1399,pp_1651664241057172399,0.025,2.0,pp
47641,122316,04/04/2021 18:35:53,1616,pp_1617561353115150616,0.025,2.0,pp
47642,134078,29/06/2022 16:47:30,515,pp_1656521250414448515,0.025,2.0,pp
47643,11926,08/02/2022 06:54:51,142,pos_1644303291376345142,0.01,2.0,pos
47644,129484,11/03/2022 13:20:02,1692,pp_1647004802192943692,0.025,2.0,pp
47645,82645,18/01/2021 16:16:27,153,pr_1610986586758451153,0.03,0.0,pr
47646,98178,10/12/2021 02:26:01,386,pr_1639103160958731386,0.03,0.0,pr
47647,105164,11/04/2022 18:19:49,450,pr_1649701188673837450,0.03,0.0,pr
47648,80691,28/12/2022 17:34:21,247,pos_1672248860941495247,0.01,2.0,pos
47649,111965,26/07/2022 06:25:50,109,pr_1658816749797285109,0.03,0.0,pr
47650,113141,15/08/2022 18:18:09,218,pr_1660587488609423218,0.03,0.0,pr
47651,276,24/01/2021 10:30:54,141,pos_1611484254215083141,0.01,2.0,pos
47652,58520,02/10/2022 06:09:13,223,pos_1664690952726883223,0.01,2.0,pos
47653,60735,13/10/2022 12:09:53,192,pos_1665662992775305192,0.01,2.0,pos
47654,3676,05/08/2021 14:38:21,207,pos_1628174300875716207,0.01,2.0,pos
47655,136594,28/08/2022 16:32:17,1484,pp_1661704336655656484,0.025,2.0,pp
47656,54978,29/11/2022 11:51:59,245,pos_1669722718843023245,0.01,2.0,pos
47657,34873,30/08/2022 06:57:20,181,pos_1661842639617568181,0.01,2.0,pos
47658,60150,10/10/2022 13:10:45,161,pos_1665407444521943161,0.01,2.0,pos
